login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
djcas9,djcas9/Arboretum,2024-07-02T18:45:08Z,0,0,,TRUE,FALSE,N/A
Foundation-Devices,Foundation-Devices/clang-sys,2024-07-02T13:38:35Z,0,0,,TRUE,FALSE,Apache License 2.0
eweitz,eweitz/kaavio,2024-07-02T01:36:43Z,0,0,,TRUE,TRUE,N/A
eweitz,eweitz/pvjs,2024-07-02T01:17:25Z,0,0,,TRUE,TRUE,Apache License 2.0
jwalsh,jwalsh/aws-architecture-decomposition-lab,2024-06-30T21:27:25Z,0,0,Mermaid,TRUE,TRUE,Other
johnny-rice,johnny-rice/30-Days-Of-Python,2024-06-29T21:41:28Z,0,0,Python,TRUE,TRUE,N/A
astorije,astorije/boston-ts-website,2024-06-28T05:30:18Z,0,0,,TRUE,FALSE,MIT License
lambdageek,lambdageek/dac-nullptr,2024-06-27T15:32:22Z,0,0,C++,TRUE,TRUE,N/A
djcas9,djcas9/btop,2024-06-26T19:20:58Z,0,0,C++,TRUE,TRUE,Apache License 2.0
tibbon,tibbon/audio_blackbox,2024-06-25T22:43:43Z,2,2,Rust,TRUE,TRUE,N/A
bellesea,bellesea/data,2024-06-25T19:31:58Z,0,0,,TRUE,TRUE,N/A
msbarry,msbarry/geoparquet,2024-06-24T23:55:14Z,1,1,,TRUE,TRUE,Apache License 2.0
nareshbhatia,nareshbhatia/figma-code-generation,2024-06-24T20:24:45Z,0,0,TypeScript,TRUE,TRUE,N/A
chiroptical,chiroptical/elp-issue,2024-06-23T19:56:24Z,0,0,Erlang,TRUE,TRUE,Apache License 2.0
teddykoker,teddykoker/e3nn.c,2024-06-23T19:04:43Z,15,15,C,TRUE,FALSE,MIT License
dbrant,dbrant/artifacts,2024-06-23T14:43:07Z,0,0,,TRUE,TRUE,Apache License 2.0
JohnbelMDev,JohnbelMDev/BosqueLanguage,2024-06-23T05:28:24Z,0,0,,TRUE,FALSE,Other
rdwrome,rdwrome/rdwrstrudelworkshop,2024-06-22T21:49:24Z,0,0,,TRUE,TRUE,MIT License
snyk-labs,snyk-labs/devsec-events-aggregator,2024-06-22T16:48:11Z,0,0,,TRUE,TRUE,MIT License
chaarlottte,chaarlottte/gitprofile,2024-06-22T16:45:29Z,0,0,TypeScript,TRUE,FALSE,MIT License
huy-nguyen,huy-nguyen/bug-demo-mui-data-grid-tree-collapse,2024-06-22T16:32:20Z,0,0,TypeScript,TRUE,TRUE,N/A
thePunderWoman,thePunderWoman/AmidalaFirmware,2024-06-22T01:16:08Z,0,0,,TRUE,TRUE,GNU General Public License v2.0
dylanebert,dylanebert/MeshAnything,2024-06-21T15:35:05Z,0,0,,TRUE,TRUE,Other
BobGerman,BobGerman/api-me-sso,2024-06-20T20:00:23Z,0,0,Bicep,TRUE,TRUE,MIT License
rdwrome,rdwrome/mehetabel,2024-06-20T19:05:08Z,0,0,SuperCollider,TRUE,TRUE,N/A
rdwrome,rdwrome/git-novice,2024-06-20T15:36:08Z,0,0,,TRUE,FALSE,Other
neuralmagic,neuralmagic/llm-foundry,2024-06-20T14:14:30Z,0,0,Python,TRUE,TRUE,Apache License 2.0
neuralmagic,neuralmagic/MixEval,2024-06-20T14:13:48Z,0,0,Python,TRUE,TRUE,N/A
LimHyungTae,LimHyungTae/FAST-LIO-SAM-QN,2024-06-20T00:23:13Z,0,0,,TRUE,TRUE,Other
mendix,mendix/ai-bot-starter-app,2024-06-19T11:39:36Z,1,1,SCSS,TRUE,TRUE,MIT License
mguay22,mguay22/artillery-load-testing,2024-06-16T01:07:07Z,0,0,TypeScript,TRUE,TRUE,N/A
trevor-e,trevor-e/highstorm,2024-06-16T00:09:25Z,0,0,TypeScript,TRUE,TRUE,N/A
dana-at-cp,dana-at-cp/malware-cryptominer-container,2024-06-15T02:14:40Z,0,0,,TRUE,FALSE,Apache License 2.0
dana-at-cp,dana-at-cp/CloudGuard-ShiftLeft-CICD,2024-06-14T22:18:00Z,0,0,,TRUE,TRUE,N/A
dana-at-cp,dana-at-cp/spectral-goat,2024-06-14T19:05:03Z,0,0,,TRUE,TRUE,N/A
dana-at-cp,dana-at-cp/docker-xmrig,2024-06-14T18:10:55Z,0,0,,TRUE,TRUE,MIT License
djcas9,djcas9/browser-vm,2024-06-13T14:04:05Z,0,0,,TRUE,TRUE,MIT License
mautic,mautic/GrapesJsCustomPluginBundle,2024-06-13T13:52:27Z,0,0,PHP,FALSE,FALSE,N/A
cameronraysmith,cameronraysmith/apptainer,2024-06-12T23:07:54Z,0,0,,TRUE,TRUE,Other
rdwrome,rdwrome/tidal-doc,2024-06-12T19:14:47Z,0,0,,TRUE,TRUE,GNU General Public License v3.0
Wilto,Wilto/booksite,2024-06-12T16:36:01Z,0,0,,TRUE,TRUE,MIT License
ericwbailey,ericwbailey/it-is-not-an-accessibility-job-if-it-is-in-office-only.com,2024-06-12T16:32:40Z,1,1,HTML,FALSE,FALSE,MIT License
djcas9,djcas9/Boxedwine,2024-06-12T12:25:03Z,0,0,,TRUE,TRUE,GNU General Public License v2.0
JohnbelMDev,JohnbelMDev/azure-sdk-for-java,2024-06-12T03:13:34Z,0,0,,TRUE,TRUE,MIT License
JohnbelMDev,JohnbelMDev/aks-app-routing-operator,2024-06-12T02:26:31Z,0,0,,TRUE,FALSE,MIT License
JohnbelMDev,JohnbelMDev/azure-sdk-for-python,2024-06-11T16:08:28Z,0,0,,TRUE,TRUE,MIT License
JohnbelMDev,JohnbelMDev/alzlib,2024-06-11T16:06:56Z,0,0,,TRUE,FALSE,MIT License
erkyrath,erkyrath/abplus-dict,2024-06-10T16:38:15Z,1,1,,TRUE,TRUE,MIT License
AGWA,AGWA/sunglasses,2024-06-09T15:10:41Z,5,5,Go,TRUE,TRUE,Other
dmitrizagidulin,dmitrizagidulin/cg-reports,2024-06-08T00:37:44Z,0,0,,TRUE,FALSE,N/A
johnny-rice,johnny-rice/Adobe-Alternatives,2024-06-07T18:08:34Z,0,0,,TRUE,TRUE,N/A
mattfeltonma,mattfeltonma/azure-demo-avnm,2024-06-07T11:53:16Z,0,0,,TRUE,TRUE,MIT License
dylanebert,dylanebert/iso3d,2024-06-06T23:47:36Z,0,0,Python,TRUE,TRUE,N/A
weihanglo,weihanglo/nix-rustc,2024-06-06T15:35:35Z,0,0,,TRUE,FALSE,"BSD 3-Clause ""New"" or ""Revised"" License"
snyk-labs,snyk-labs/github-actions-scanner,2024-06-05T14:11:25Z,36,36,JavaScript,TRUE,TRUE,Apache License 2.0
ab,ab/card-designs,2024-06-05T00:33:53Z,1,1,HTML,FALSE,FALSE,Mozilla Public License 2.0
ssalbdivad,ssalbdivad/json-resolutions-repro,2024-06-04T20:43:25Z,0,0,TypeScript,TRUE,TRUE,MIT License
tekknolagi,tekknolagi/blog-comments,2024-06-04T19:49:48Z,0,0,,TRUE,TRUE,N/A
Foundation-Devices,Foundation-Devices/mempool,2024-06-03T15:43:40Z,0,0,,TRUE,FALSE,Other
makslevental,makslevental/iree-bare-metal-arm,2024-06-02T21:11:36Z,0,0,,TRUE,FALSE,N/A
bmac,bmac/cucumber-js-tsflow,2024-06-02T16:10:32Z,0,0,,TRUE,TRUE,MIT License
djcas9,djcas9/AFFiNE,2024-06-02T02:14:26Z,0,0,,TRUE,FALSE,Other
PeerHerholz,PeerHerholz/course_template,2024-06-01T20:42:11Z,0,0,Python,TRUE,TRUE,"BSD 3-Clause ""New"" or ""Revised"" License"
jwalsh,jwalsh/anthropic-tools,2024-05-31T15:26:18Z,0,0,Clojure,TRUE,TRUE,Other
rbaghdadi,rbaghdadi/rbaghdadi.github.io,2024-05-31T09:14:32Z,1,1,HTML,TRUE,TRUE,N/A
hbctraining,hbctraining/Intro-to-R-mkdocs,2024-05-31T02:41:36Z,0,0,Python,TRUE,TRUE,N/A
eweitz,eweitz/wikipathways.github.io,2024-05-31T00:52:39Z,0,0,,TRUE,FALSE,N/A
mahmoodlab,mahmoodlab/hest-website,2024-05-30T09:40:38Z,2,2,CSS,TRUE,FALSE,Creative Commons Zero v1.0 Universal
joshuaclayton,joshuaclayton/elm-report-builder,2024-05-30T00:48:00Z,1,1,Elm,FALSE,FALSE,MIT License
neuralmagic,neuralmagic/guidellm,2024-05-29T21:54:22Z,152,152,Python,TRUE,TRUE,Apache License 2.0
endless-sky,endless-sky/endless-sky-wiki,2024-05-29T14:21:58Z,6,6,,TRUE,TRUE,GNU General Public License v3.0
NickCao,NickCao/beaker,2024-05-28T20:21:56Z,0,0,Python,TRUE,FALSE,GNU General Public License v2.0
processing,processing/p5.sound.js,2024-05-28T18:13:41Z,9,9,JavaScript,TRUE,TRUE,GNU Lesser General Public License v2.1
xianfei,xianfei/xianfei-resume,2024-05-28T16:32:43Z,0,0,HTML,TRUE,TRUE,N/A
xianfei,xianfei/xianfei-website-homepage,2024-05-28T16:26:31Z,0,0,HTML,TRUE,TRUE,N/A
xianfei,xianfei/xianfei-papers,2024-05-28T15:41:17Z,0,0,JavaScript,TRUE,TRUE,N/A
NickCao,NickCao/beaker-playground,2024-05-28T15:19:17Z,0,0,Shell,TRUE,TRUE,Apache License 2.0
leoleoasd,leoleoasd/CEACStatusBot,2024-05-28T08:42:37Z,0,0,Python,TRUE,TRUE,GNU General Public License v3.0
nirvdrum,nirvdrum/3D_Printing_Tools,2024-05-27T21:46:53Z,1,1,,TRUE,TRUE,GNU Lesser General Public License v2.1
bellesea,bellesea/10daysoverview,2024-05-26T23:03:20Z,0,0,,TRUE,TRUE,N/A
securingdev,securingdev/imgix-3-0,2024-05-26T20:02:31Z,1,1,JavaScript,TRUE,TRUE,"BSD 2-Clause ""Simplified"" License"
securingdev,securingdev/trufflehog,2024-05-25T01:10:08Z,0,0,,TRUE,FALSE,GNU Affero General Public License v3.0
tianweiy,tianweiy/DMD2,2024-05-24T02:30:31Z,487,487,Python,TRUE,TRUE,Other
KeithGalli,KeithGalli/advanced-scraping,2024-05-23T20:47:23Z,7,7,Python,TRUE,TRUE,MIT License
ssalbdivad,ssalbdivad/resolvers,2024-05-23T18:58:56Z,0,0,TypeScript,TRUE,TRUE,MIT License
ssalbdivad,ssalbdivad/middleware,2024-05-23T15:59:20Z,0,0,TypeScript,TRUE,TRUE,N/A
mahmoodlab,mahmoodlab/MMP,2024-05-23T10:05:55Z,55,55,Jupyter Notebook,TRUE,FALSE,Other
Char2sGu,Char2sGu/angular,2024-05-23T08:38:08Z,0,0,,TRUE,FALSE,MIT License
ssalbdivad,ssalbdivad/action,2024-05-22T21:48:45Z,0,0,,TRUE,FALSE,Other
starburstdata,starburstdata/actions-cache,2024-05-22T20:33:19Z,1,1,,TRUE,TRUE,MIT License
NickCao,NickCao/crossbar,2024-05-22T16:36:12Z,0,0,Python,TRUE,TRUE,Other
bcardarella,bcardarella/sourceror,2024-05-22T15:45:27Z,0,0,Erlang,TRUE,TRUE,Apache License 2.0
mattfeltonma,mattfeltonma/azure-vm-bootstrap-scripts,2024-05-22T14:51:35Z,0,0,PowerShell,TRUE,TRUE,MIT License
makslevental,makslevental/euDSL,2024-05-21T02:04:19Z,0,0,CMake,TRUE,TRUE,Apache License 2.0
roblarsen,roblarsen/comic-data-api,2024-05-20T19:09:10Z,0,0,JavaScript,TRUE,TRUE,MIT License
nixpulvis,nixpulvis/async-reconnect-woes,2024-05-20T17:58:06Z,0,0,,TRUE,TRUE,N/A
mjmacarty,mjmacarty/options_rolling_calls,2024-05-20T16:09:57Z,0,0,,TRUE,TRUE,N/A
MarkFontenot,MarkFontenot/DatabaseSandbox,2024-05-20T09:18:17Z,0,0,,TRUE,TRUE,N/A
chiroptical,chiroptical/erlang-language-platform,2024-05-20T00:07:17Z,0,0,,TRUE,FALSE,Apache License 2.0
johnny-rice,johnny-rice/100-exercises-to-learn-rust,2024-05-19T13:24:02Z,0,0,Rust,TRUE,TRUE,N/A
johnny-rice,johnny-rice/adrianhajdin-portfolio,2024-05-19T13:23:54Z,0,0,,TRUE,TRUE,N/A
astuyve,astuyve/local-vercel-plain-function,2024-05-18T20:46:07Z,0,0,TypeScript,TRUE,TRUE,Other
astuyve,astuyve/curler-counter,2024-05-18T19:01:38Z,0,0,Rust,TRUE,TRUE,Other
securingdev,securingdev/graphqlMaker,2024-05-18T16:55:56Z,1,1,,TRUE,TRUE,N/A
securingdev,securingdev/ResourcesSaverExt,2024-05-18T16:55:48Z,1,1,,TRUE,TRUE,GNU General Public License v3.0
ab,ab/ab,2024-05-17T21:00:20Z,0,0,,TRUE,TRUE,N/A
chiroptical,chiroptical/100-exercises-to-learn-rust,2024-05-17T19:03:52Z,0,0,Rust,TRUE,TRUE,N/A
ericwbailey,ericwbailey/ericwbailey,2024-05-17T18:42:51Z,1,1,,TRUE,TRUE,N/A
djcas9,djcas9/CRISPResso2,2024-05-16T12:56:50Z,0,0,,TRUE,FALSE,Other
rexwangcc,rexwangcc/terraform-provider-supabase,2024-05-16T07:22:28Z,0,0,,TRUE,FALSE,Mozilla Public License 2.0
MarkFontenot,MarkFontenot/doc-blog-test-local,2024-05-16T05:31:10Z,0,0,,TRUE,TRUE,N/A
securingdev,securingdev/PayloadsAllTheThings,2024-05-15T23:42:59Z,1,1,,TRUE,FALSE,MIT License
securingdev,securingdev/SecLists,2024-05-15T23:32:01Z,1,1,,TRUE,TRUE,MIT License
benborgers,benborgers/photos,2024-05-15T16:37:53Z,2,2,PHP,TRUE,TRUE,N/A
DockYard,DockYard/disklavier,2024-05-15T15:02:31Z,9,9,Elixir,TRUE,TRUE,N/A
tel,tel/cxx_bzlmod_repro,2024-05-15T14:28:22Z,0,0,Starlark,TRUE,TRUE,N/A
astuyve,astuyve/lambda-web-adapter-plain-function,2024-05-15T11:58:02Z,0,0,JavaScript,TRUE,TRUE,MIT License
astuyve,astuyve/hono-plain-function,2024-05-15T11:52:45Z,0,0,TypeScript,TRUE,TRUE,MIT License
mattfeltonma,mattfeltonma/azure-demo-labs-tf,2024-05-15T11:48:52Z,14,14,HCL,TRUE,TRUE,MIT License
vEnhance,vEnhance/automorphic-project,2024-05-15T01:09:17Z,0,0,TeX,TRUE,TRUE,Other
securingdev,securingdev/httpx,2024-05-14T19:58:42Z,1,1,,TRUE,TRUE,MIT License
securingdev,securingdev/anew,2024-05-14T19:56:46Z,1,1,,TRUE,TRUE,MIT License
securingdev,securingdev/gungnir,2024-05-14T19:56:24Z,1,1,,TRUE,FALSE,MIT License
mwand,mwand/supabase,2024-05-14T19:13:13Z,0,0,,TRUE,FALSE,Apache License 2.0
cfredric,cfredric/chromium,2024-05-14T16:27:50Z,0,0,,TRUE,FALSE,"BSD 3-Clause ""New"" or ""Revised"" License"
bit101,bit101/artfromcodesite,2024-05-14T11:01:21Z,0,0,HTML,TRUE,TRUE,N/A
johnny-rice,johnny-rice/agentscope,2024-05-13T20:09:59Z,0,0,Python,TRUE,TRUE,Apache License 2.0
ssalbdivad,ssalbdivad/mud,2024-05-13T19:22:52Z,0,0,TypeScript,TRUE,FALSE,MIT License
djcas9,djcas9/alacritty,2024-05-13T16:53:44Z,0,0,,TRUE,TRUE,Apache License 2.0
bit101,bit101/artfromcode,2024-05-13T01:27:54Z,1,1,Go,TRUE,TRUE,N/A
makslevental,makslevental/jailbreak-11,2024-05-12T23:38:25Z,0,0,,TRUE,FALSE,MIT License
Divide-By-0,Divide-By-0/coursetexts-notion,2024-05-12T10:58:18Z,0,0,TypeScript,TRUE,TRUE,MIT License
johnny-rice,johnny-rice/ai-group-tabs,2024-05-11T22:33:49Z,0,0,,TRUE,TRUE,MIT License
Krastanov,Krastanov/LinearSolve.jl,2024-05-11T05:29:43Z,0,0,,TRUE,TRUE,Other
Foundation-Devices,Foundation-Devices/hex-conservative,2024-05-10T11:29:22Z,0,0,,TRUE,TRUE,Creative Commons Zero v1.0 Universal
harryzhangOG,harryzhangOG/salved,2024-05-09T21:39:10Z,1,1,Python,TRUE,TRUE,MIT License
natesales,natesales/dnscrypt,2024-05-09T20:59:08Z,0,0,Go,TRUE,TRUE,The Unlicense
neuralmagic,neuralmagic/cutlass,2024-05-09T20:40:39Z,0,0,C++,TRUE,TRUE,Other
mwand,mwand/NodeBB,2024-05-09T20:15:05Z,0,0,JavaScript,TRUE,TRUE,GNU General Public License v3.0
natea,natea/django,2024-05-09T17:19:53Z,0,0,,TRUE,FALSE,"BSD 3-Clause ""New"" or ""Revised"" License"
neogeek,neogeek/create-onlybuild-app,2024-05-09T15:35:45Z,0,0,JavaScript,FALSE,FALSE,MIT License
djcas9,djcas9/anything-llm,2024-05-09T15:19:35Z,0,0,,TRUE,TRUE,MIT License
johnny-rice,johnny-rice/ai-shell,2024-05-08T02:44:03Z,0,0,TypeScript,TRUE,TRUE,MIT License
CharlesCreativeContent,CharlesCreativeContent/aws-selenium-ide,2024-05-07T22:46:25Z,1,1,,TRUE,TRUE,N/A
andralex,andralex/cpp_proposals,2024-05-07T19:19:33Z,0,0,HTML,TRUE,TRUE,N/A
clintval,clintval/homebrew-core,2024-05-07T17:52:06Z,0,0,,TRUE,FALSE,"BSD 2-Clause ""Simplified"" License"
clintval,clintval/conda-forge-pinning-feedstock,2024-05-06T19:22:14Z,0,0,,TRUE,FALSE,"BSD 3-Clause ""New"" or ""Revised"" License"
djcas9,djcas9/BioSignal-Recorder,2024-05-06T15:11:30Z,0,0,,TRUE,TRUE,MIT License
djcas9,djcas9/BioAmp-EXG-Pill,2024-05-06T15:06:42Z,0,0,,TRUE,TRUE,Other
cameronraysmith,cameronraysmith/async-graphql,2024-05-06T02:46:34Z,0,0,,TRUE,TRUE,Apache License 2.0
cameronraysmith,cameronraysmith/apollo-router,2024-05-06T02:37:18Z,0,0,Rust,TRUE,FALSE,Other
astuyve,astuyve/aws-lambda-plain-function,2024-05-06T00:25:37Z,0,0,JavaScript,TRUE,TRUE,Other
bcardarella,bcardarella/elixir,2024-05-05T10:21:34Z,0,0,,TRUE,TRUE,Apache License 2.0
alexanderepstein,alexanderepstein/litellm,2024-05-05T03:07:29Z,1,1,,TRUE,TRUE,Other
KeithGalli,KeithGalli/complete-pandas-tutorial,2024-05-04T20:05:04Z,65,65,Jupyter Notebook,TRUE,TRUE,MIT License
johnny-rice,johnny-rice/agora-flat-classroom,2024-05-03T19:05:50Z,0,0,TypeScript,TRUE,TRUE,MIT License
fawce,fawce/challenges,2024-05-03T02:16:29Z,0,0,Jupyter Notebook,TRUE,TRUE,Apache License 2.0
bcarrier,bcarrier/MDE-DFIR-Resources,2024-05-02T20:45:04Z,0,0,,TRUE,TRUE,MIT License
makslevental,makslevental/llvmlite,2024-05-02T15:17:22Z,0,0,,TRUE,FALSE,"BSD 2-Clause ""Simplified"" License"
cameronraysmith,cameronraysmith/actix-web,2024-05-02T03:13:54Z,0,0,,TRUE,TRUE,Apache License 2.0
mwand,mwand/activitypub11,2024-05-01T18:09:03Z,0,0,HTML,TRUE,TRUE,N/A
mwand,mwand/activitypub1,2024-05-01T17:57:06Z,0,0,,TRUE,TRUE,MIT License
johnny-rice,johnny-rice/aegis,2024-05-01T02:35:21Z,0,0,,TRUE,TRUE,Apache License 2.0
vEnhance,vEnhance/aur,2024-04-30T22:29:52Z,1,1,Shell,TRUE,TRUE,N/A
klaviyo,klaviyo/grpc,2024-04-30T17:46:47Z,0,0,,TRUE,FALSE,Apache License 2.0
rdwrome,rdwrome/cppfa24,2024-04-30T17:25:19Z,1,1,C++,TRUE,TRUE,N/A
rdwrome,rdwrome/261fa24,2024-04-30T17:25:08Z,0,0,Python,TRUE,TRUE,N/A
rdwrome,rdwrome/343fa24,2024-04-30T17:25:00Z,0,0,JavaScript,TRUE,TRUE,N/A
rdwrome,rdwrome/347fa24,2024-04-30T17:24:53Z,0,0,SuperCollider,TRUE,TRUE,N/A
processing,processing/pr05-grant,2024-04-30T08:49:25Z,13,13,,TRUE,TRUE,N/A
vicky002,vicky002/docs,2024-04-30T08:03:24Z,0,0,MDX,TRUE,TRUE,N/A
timcappalli,timcappalli/blog.timcappalli.me,2024-04-27T01:31:05Z,0,0,HTML,FALSE,FALSE,MIT License
mmargenot,mmargenot/orator,2024-04-25T21:42:14Z,3,3,Python,TRUE,TRUE,MIT License
snyk-labs,snyk-labs/delete-iac-projects,2024-04-25T21:12:54Z,0,0,Python,TRUE,TRUE,N/A
weihanglo,weihanglo/buildkit,2024-04-24T21:40:47Z,0,0,Rust,TRUE,FALSE,"BSD 3-Clause ""New"" or ""Revised"" License"
neuralmagic,neuralmagic/AutoFP8,2024-04-24T20:26:27Z,153,153,Python,TRUE,TRUE,Apache License 2.0
jwalsh,jwalsh/advanced-python,2024-04-24T19:26:54Z,3,3,Python,TRUE,TRUE,N/A
cameronraysmith,cameronraysmith/altair,2024-04-23T16:22:24Z,0,0,Python,TRUE,FALSE,"BSD 3-Clause ""New"" or ""Revised"" License"
theonewolf,theonewolf/neuralnetworks_and_deeplearning,2024-04-21T20:05:46Z,0,0,Python,TRUE,TRUE,MIT License
astuyve,astuyve/lyoink,2024-04-21T18:03:09Z,3,3,Rust,TRUE,TRUE,Other
cameronraysmith,cameronraysmith/aioreactive,2024-04-20T20:16:09Z,0,0,,TRUE,TRUE,MIT License
zachmayer,zachmayer/optimum,2024-04-18T14:27:58Z,0,0,Python,TRUE,TRUE,Apache License 2.0
jbardin,jbardin/terraform-plugin-go,2024-04-17T20:12:55Z,1,1,,TRUE,FALSE,Mozilla Public License 2.0
rexwangcc,rexwangcc/alpseek-comments,2024-04-17T16:36:39Z,0,0,,TRUE,FALSE,The Unlicense
eyurtsev,eyurtsev/httpx-sse,2024-04-17T13:46:48Z,1,1,,TRUE,FALSE,MIT License
Foundation-Devices,Foundation-Devices/micro-ecc-sys,2024-04-17T12:12:58Z,0,0,PHP,TRUE,TRUE,"BSD 2-Clause ""Simplified"" License"
dsandler,dsandler/Schwab-1099B-Parser,2024-04-17T03:33:21Z,0,0,,TRUE,TRUE,N/A
Char2sGu,Char2sGu/ng-doc,2024-04-16T22:37:58Z,0,0,,TRUE,TRUE,MIT License
a1600012888,a1600012888/PhysDreamer,2024-04-16T22:36:27Z,486,486,Python,TRUE,TRUE,N/A
thePunderWoman,thePunderWoman/dev-infra,2024-04-16T19:19:41Z,0,0,,TRUE,FALSE,MIT License
johnny-rice,johnny-rice/30-seconds-of-code,2024-04-15T22:27:37Z,0,0,JavaScript,TRUE,TRUE,Creative Commons Attribution 4.0 International
johnny-rice,johnny-rice/100xdevs-daily-code,2024-04-15T00:55:47Z,0,0,TypeScript,TRUE,FALSE,N/A
LimHyungTae,LimHyungTae/autoinstall,2024-04-14T21:36:12Z,15,15,Shell,TRUE,TRUE,N/A
Char2sGu,Char2sGu/elf,2024-04-14T19:51:53Z,0,0,,TRUE,FALSE,MIT License
makslevental,makslevental/CuAssembler,2024-04-14T17:44:32Z,0,0,,TRUE,TRUE,MIT License
astuyve,astuyve/pulumi_examples,2024-04-13T13:42:35Z,0,0,TypeScript,TRUE,TRUE,Apache License 2.0
johntango,johntango/Assistants_MultiAgents,2024-04-12T13:58:41Z,2,2,JavaScript,TRUE,TRUE,MIT License
johnny-rice,johnny-rice/aider,2024-04-12T01:10:15Z,1,1,Python,TRUE,TRUE,Apache License 2.0
processing,processing/p5.js-translator,2024-04-11T23:21:17Z,0,0,Svelte,TRUE,TRUE,N/A
neogeek,neogeek/chart-to-json,2024-04-11T22:02:48Z,0,0,JavaScript,FALSE,FALSE,MIT License
nareshbhatia,nareshbhatia/docker-demo,2024-04-11T18:31:58Z,0,0,CSS,TRUE,TRUE,N/A
jeffreybreen,jeffreybreen/pubtest,2024-04-10T20:46:35Z,0,0,Jupyter Notebook,TRUE,TRUE,N/A
dougqh,dougqh/jit-devnexus2024,2024-04-10T18:54:57Z,0,0,Java,TRUE,TRUE,N/A
lmweber,lmweber/academic-website-template-bs4,2024-04-10T18:27:53Z,0,0,,TRUE,TRUE,N/A
AIM-Harvard,AIM-Harvard/body-composition,2024-04-10T18:24:00Z,1,1,Python,TRUE,TRUE,N/A
ericminikel,ericminikel/cumulus-AC_1c,2024-04-10T14:14:19Z,0,0,,TRUE,TRUE,"BSD 3-Clause ""New"" or ""Revised"" License"
Foundation-Devices,Foundation-Devices/guix-mirror,2024-04-09T10:15:07Z,1,1,Scheme,FALSE,FALSE,GNU General Public License v3.0
brianyu28,brianyu28/multicolor,2024-04-08T22:45:21Z,5,5,TypeScript,TRUE,TRUE,N/A
Lanny-MacMillan,Lanny-MacMillan/AI_Chatbot,2024-04-08T16:15:48Z,5,5,TypeScript,TRUE,TRUE,N/A
mguay22,mguay22/clerk-nestjs-backend,2024-04-06T18:27:17Z,3,3,TypeScript,TRUE,TRUE,N/A
mguay22,mguay22/clerk-nestjs-ui,2024-04-06T18:26:48Z,2,2,TypeScript,TRUE,TRUE,N/A
radical,radical/aspire-samples,2024-04-05T19:56:55Z,0,0,,TRUE,TRUE,MIT License
amesar,amesar/mlflow-genai-fun,2024-04-05T16:54:47Z,0,0,Python,TRUE,TRUE,Apache License 2.0
LanceMcCarthy,LanceMcCarthy/blazor-docs,2024-04-05T12:45:35Z,0,0,,TRUE,FALSE,Apache License 2.0
Upstatement,Upstatement/flask,2024-04-05T11:49:41Z,0,0,Python,TRUE,TRUE,N/A
jvpoulos,jvpoulos/rtdl-revisiting-models,2024-04-04T21:22:59Z,0,0,,TRUE,FALSE,Apache License 2.0
jbardin,jbardin/pet-nulls-stack,2024-04-04T17:20:25Z,0,0,,TRUE,TRUE,Mozilla Public License 2.0
jonasrosland,jonasrosland/ciq-rocky-fips.github,2024-04-04T15:13:58Z,0,0,,TRUE,TRUE,N/A
ck37,ck37/dcurves,2024-04-04T12:27:02Z,0,0,,TRUE,TRUE,Other
timcappalli,timcappalli/oauth-first-party-apps,2024-04-03T22:52:07Z,0,0,Makefile,TRUE,FALSE,Other
thePunderWoman,thePunderWoman/angular,2024-04-03T22:01:14Z,1,1,TypeScript,TRUE,FALSE,MIT License
johnny-rice,johnny-rice/actions-toolkit,2024-04-03T14:46:11Z,0,0,TypeScript,TRUE,FALSE,MIT License
brianyu28,brianyu28/momentary,2024-04-03T03:57:37Z,3,3,TypeScript,TRUE,TRUE,N/A
trevor-e,trevor-e/tree-sitter-swift,2024-04-02T23:16:52Z,0,0,JavaScript,TRUE,TRUE,MIT License
mahmoodlab,mahmoodlab/tox-foundation-ui,2024-04-02T19:46:37Z,0,0,JavaScript,TRUE,FALSE,MIT License
neuralmagic,neuralmagic/compressed-tensors,2024-04-02T15:12:29Z,36,36,Python,TRUE,TRUE,Apache License 2.0
MarkFontenot,MarkFontenot/24s-project-video-examples,2024-04-02T13:29:37Z,0,0,,TRUE,TRUE,N/A
trevor-e,trevor-e/flight-finder,2024-04-01T04:43:33Z,1,1,Ruby,TRUE,FALSE,Apache License 2.0
leoleoasd,leoleoasd/deployment-tutorial,2024-03-31T21:44:27Z,0,0,Vue,TRUE,TRUE,N/A
mguay22,mguay22/grpc-http-benchmark,2024-03-31T03:32:00Z,1,1,TypeScript,TRUE,TRUE,N/A
mguay22,mguay22/config-module-builder,2024-03-30T18:29:20Z,0,0,TypeScript,TRUE,TRUE,N/A
